,issue_key,issue_type,project_key,created,epic_link,has_change_story_point_sprint,summary,description,acceptance_criteria,summary_description_acceptance,original_story_points_sprint,creator,reporter,priority,num_all_changes,story_point,num_bugs_issue_link,num_comments,num_issue_links,num_sprints,num_changes_story_points_new,num_changes_summary_description_acceptance,num_sub_tasks,num_changes_sprint,num_changes_story_points_new_sprint,num_comments_before_sprint,num_comments_after_sprint,num_changes_text_before_sprint,num_changes_story_point_before_sprint,time_add_to_sprint,original_summary_sprint,original_description_sprint,original_acceptance_criteria_sprint,num_changes_summary_sprint,num_changes_description_sprint,num_changes_acceptance_criteria_sprint,num_different_words_all_text_sprint,num_ratio_words_all_text_sprint,original_summary_description_acceptance_sprint,num_changes_summary_description_acceptance_sprint,is_change_text_num_words_1,is_change_text_num_words_5,is_change_text_num_words_10,is_change_text_num_words_15,is_change_text_num_words_20,is_change_text_sp_sprint,time_until_add_to_sprint,num_issues_cretor_prev,num_unusable_issues_cretor_prev_text_word_1,num_unusable_issues_cretor_prev_text_word_1_ratio,num_unusable_issues_cretor_prev_text_word_5,num_unusable_issues_cretor_prev_text_word_5_ratio,num_unusable_issues_cretor_prev_text_word_10,num_unusable_issues_cretor_prev_text_word_10_ratio,num_unusable_issues_cretor_prev_text_word_15,num_unusable_issues_cretor_prev_text_word_15_ratio,num_unusable_issues_cretor_prev_text_word_20,num_unusable_issues_cretor_prev_text_word_20_ratio
10,CART-134,Story,CART,2017-01-03 09:04:21,,0,Modify singleton interface,"The singleton interface lacks some flexibility and it causes periodic problems with CPPR testing.  If more than one CPPR server is running under the same user, even though they use different directories, the singleton file will always be the same.

I propose making the following changes
1. Remove the flags from crt_init.
2. Add an API, something like the following:
/* If crt is initialized, write out attach information to a file.   If filename isn't NULL, generate a unique filename and return the name.  If it is NULL, a filename is created using old behavior based on the server name.   The server application can make this filename available to clients.   If called more than once, it can just return the filename.
*/
int crt_allow_singleton(const char **filename);

/* Attach a singleton to the server described in filename.  If filename is NULL, it defaults to old behavior based on group id */
int crt_group_attach_singleton(crt_group_id_t srv_id, const char *filename, crt_group_t **attached_grp);

If the singleton is created, it is unlinked on crt_finalize.   

The CNSS has a mechanism for exporting information (such as this filename) to users so this gives us flexibility we need.   ",,"Modify singleton interface $end$ The singleton interface lacks some flexibility and it causes periodic problems with CPPR testing.  If more than one CPPR server is running under the same user, even though they use different directories, the singleton file will always be the same.

I propose making the following changes
1. Remove the flags from crt_init.
2. Add an API, something like the following:
/* If crt is initialized, write out attach information to a file.   If filename isn't NULL, generate a unique filename and return the name.  If it is NULL, a filename is created using old behavior based on the server name.   The server application can make this filename available to clients.   If called more than once, it can just return the filename.
*/
int crt_allow_singleton(const char **filename);

/* Attach a singleton to the server described in filename.  If filename is NULL, it defaults to old behavior based on group id */
int crt_group_attach_singleton(crt_group_id_t srv_id, const char *filename, crt_group_t **attached_grp);

If the singleton is created, it is unlinked on crt_finalize.   

The CNSS has a mechanism for exporting information (such as this filename) to users so this gives us flexibility we need.    $acceptance criteria:$",2.0,Jeff Olivier,Jeff Olivier,P4-Low,6,2.0,0,4,0,1,0,0,0,,0,772,0,0,0,2017-04-24 08:08:31,Modify singleton interface,"The singleton interface lacks some flexibility and it causes periodic problems with CPPR testing.  If more than one CPPR server is running under the same user, even though they use different directories, the singleton file will always be the same.

I propose making the following changes
1. Remove the flags from crt_init.
2. Add an API, something like the following:
/* If crt is initialized, write out attach information to a file.   If filename isn't NULL, generate a unique filename and return the name.  If it is NULL, a filename is created using old behavior based on the server name.   The server application can make this filename available to clients.   If called more than once, it can just return the filename.
*/
int crt_allow_singleton(const char **filename);

/* Attach a singleton to the server described in filename.  If filename is NULL, it defaults to old behavior based on group id */
int crt_group_attach_singleton(crt_group_id_t srv_id, const char *filename, crt_group_t **attached_grp);

If the singleton is created, it is unlinked on crt_finalize.   

The CNSS has a mechanism for exporting information (such as this filename) to users so this gives us flexibility we need.   ",,0,0,0,0,0.0,"Modify singleton interface $end$ The singleton interface lacks some flexibility and it causes periodic problems with CPPR testing.  If more than one CPPR server is running under the same user, even though they use different directories, the singleton file will always be the same.

I propose making the following changes
1. Remove the flags from crt_init.
2. Add an API, something like the following:
/* If crt is initialized, write out attach information to a file.   If filename isn't NULL, generate a unique filename and return the name.  If it is NULL, a filename is created using old behavior based on the server name.   The server application can make this filename available to clients.   If called more than once, it can just return the filename.
*/
int crt_allow_singleton(const char **filename);

/* Attach a singleton to the server described in filename.  If filename is NULL, it defaults to old behavior based on group id */
int crt_group_attach_singleton(crt_group_id_t srv_id, const char *filename, crt_group_t **attached_grp);

If the singleton is created, it is unlinked on crt_finalize.   

The CNSS has a mechanism for exporting information (such as this filename) to users so this gives us flexibility we need.    $acceptance criteria:$",0,0,0,0,0,0,0,2663.07,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
11,CART-136,Story,CART,2017-01-09 08:27:30,CART-114,0,Improve self-test timeout / eviction handling ,"Currently self-test detects timeouts and stores the latency as -1. However, this still gets averaged into the rest of the latencies for results reporting and also reduces the number of RPCs in flight by 1 for each timeout. Also need to detect when nodes have been evicted and stop sending self-test messages to them for 1:many ",,"Improve self-test timeout / eviction handling  $end$ Currently self-test detects timeouts and stores the latency as -1. However, this still gets averaged into the rest of the latencies for results reporting and also reduces the number of RPCs in flight by 1 for each timeout. Also need to detect when nodes have been evicted and stop sending self-test messages to them for 1:many  $acceptance criteria:$",3.0,Byron Marohn,Byron Marohn,P4-Low,6,3.0,0,1,0,1,0,0,0,,0,772,1,0,0,2017-01-17 08:23:23,Improve self-test timeout / eviction handling ,"Currently self-test detects timeouts and stores the latency as -1. However, this still gets averaged into the rest of the latencies for results reporting and also reduces the number of RPCs in flight by 1 for each timeout. Also need to detect when nodes have been evicted and stop sending self-test messages to them for 1:many ",,0,0,0,0,0.0,"Improve self-test timeout / eviction handling  $end$ Currently self-test detects timeouts and stores the latency as -1. However, this still gets averaged into the rest of the latencies for results reporting and also reduces the number of RPCs in flight by 1 for each timeout. Also need to detect when nodes have been evicted and stop sending self-test messages to them for 1:many  $acceptance criteria:$",0,0,0,0,0,0,0,191.917,6,1,0.166667,1,0.166667,0,0.0,0,0.0,0,0.0
12,CART-139,Story,CART,2017-01-16 23:56:39,CART-114,0,Add test sessions to self-test,Currently memory is allocated by the service after receiving the first ping request that requires return value. This would allow for some cleanup once the session closes. This is also required for bulk tests.,,Add test sessions to self-test $end$ Currently memory is allocated by the service after receiving the first ping request that requires return value. This would allow for some cleanup once the session closes. This is also required for bulk tests. $acceptance criteria:$,8.0,Byron Marohn,Byron Marohn,P4-Low,10,8.0,0,5,0,3,0,0,0,,0,772,3,0,0,2017-02-13 08:11:21,Add test sessions to self-test,Currently memory is allocated by the service after receiving the first ping request that requires return value. This would allow for some cleanup once the session closes. This is also required for bulk tests.,,0,0,0,0,0.0,Add test sessions to self-test $end$ Currently memory is allocated by the service after receiving the first ping request that requires return value. This would allow for some cleanup once the session closes. This is also required for bulk tests. $acceptance criteria:$,0,0,0,0,0,0,1,656.233,7,1,0.142857,1,0.142857,0,0.0,0,0.0,0,0.0
13,CART-144,Story,CART,2017-01-27 10:41:13,CART-114,0,Print the count of each failed RPC in self-test,"Currently self-test stores the return codes for each individual RPC, but only reports a total count of those that failed. It would be nicer if self-test would tell you how many of each failure occurred. This probably also requires implementing crt_errstr()",,"Print the count of each failed RPC in self-test $end$ Currently self-test stores the return codes for each individual RPC, but only reports a total count of those that failed. It would be nicer if self-test would tell you how many of each failure occurred. This probably also requires implementing crt_errstr() $acceptance criteria:$",3.0,Byron Marohn,Byron Marohn,P4-Low,8,3.0,0,1,0,1,0,0,0,,0,772,1,0,0,2017-03-13 08:30:58,Print the count of each failed RPC in self-test,"Currently self-test stores the return codes for each individual RPC, but only reports a total count of those that failed. It would be nicer if self-test would tell you how many of each failure occurred. This probably also requires implementing crt_errstr()",,0,0,0,0,0.0,"Print the count of each failed RPC in self-test $end$ Currently self-test stores the return codes for each individual RPC, but only reports a total count of those that failed. It would be nicer if self-test would tell you how many of each failure occurred. This probably also requires implementing crt_errstr() $acceptance criteria:$",0,0,0,0,0,0,0,1077.82,8,1,0.125,1,0.125,0,0.0,0,0.0,0,0.0
14,CART-15,Story,CART,2016-10-13 11:10:08,IOF-23,0,set debug level to ERR and fix error in lib symbol check,"add the log environment variable to the test description files and set it to ""ERR"".

add new symbols to library check file",,"set debug level to ERR and fix error in lib symbol check $end$ add the log environment variable to the test description files and set it to ""ERR"".

add new symbols to library check file $acceptance criteria:$",2.0,Martin Mennig,Martin Mennig,P4-Low,5,2.0,0,0,0,1,0,0,0,,0,772,0,0,0,2016-10-13 11:10:08,set debug level to ERR and fix error in lib symbol check,"add the log environment variable to the test description files and set it to ""ERR"".

add new symbols to library check file",,0,0,0,0,0.0,"set debug level to ERR and fix error in lib symbol check $end$ add the log environment variable to the test description files and set it to ""ERR"".

add new symbols to library check file $acceptance criteria:$",0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
15,CART-169,Story,CART,2017-03-02 06:47:12,CART-114,0,Add switch to measure self-test bandwidth in MiB and MB,Currently self-test computes MB (by dividing by 1024). This doesn't match network throughput which is usually measured in MiB. There should be a switch to adjust the display to each of the two modes. ,,Add switch to measure self-test bandwidth in MiB and MB $end$ Currently self-test computes MB (by dividing by 1024). This doesn't match network throughput which is usually measured in MiB. There should be a switch to adjust the display to each of the two modes.  $acceptance criteria:$,2.0,Byron Marohn,Byron Marohn,P4-Low,7,2.0,0,3,0,1,0,0,0,,0,772,3,0,0,2017-03-13 08:30:58,Add switch to measure self-test bandwidth in MiB and MB,Currently self-test computes MB (by dividing by 1024). This doesn't match network throughput which is usually measured in MiB. There should be a switch to adjust the display to each of the two modes. ,,0,0,0,0,0.0,Add switch to measure self-test bandwidth in MiB and MB $end$ Currently self-test computes MB (by dividing by 1024). This doesn't match network throughput which is usually measured in MiB. There should be a switch to adjust the display to each of the two modes.  $acceptance criteria:$,0,0,0,0,0,0,0,265.717,9,1,0.111111,1,0.111111,0,0.0,0,0.0,0,0.0
16,CART-174,Story,CART,2017-03-07 14:21:57,CART-115,0,Rearrange self-test message structures to pack correctly without #pragma pack,"Currently the self-test session ID is 4 bytes and is located at the beginning of self-test messages. This means that the following items are misaligned (on an 8-byte boundary) and so a pragma is currently used to force no padding to be inserted. Using a pragma in this way might cause problems later (based on real problems DAOS is having already with similar code). 

To fix this, the session-id needs to be promoted to an 8-byte value. ",,"Rearrange self-test message structures to pack correctly without #pragma pack $end$ Currently the self-test session ID is 4 bytes and is located at the beginning of self-test messages. This means that the following items are misaligned (on an 8-byte boundary) and so a pragma is currently used to force no padding to be inserted. Using a pragma in this way might cause problems later (based on real problems DAOS is having already with similar code). 

To fix this, the session-id needs to be promoted to an 8-byte value.  $acceptance criteria:$",2.0,Byron Marohn,Byron Marohn,P4-Low,7,2.0,0,3,0,1,0,0,0,,0,772,3,0,0,2017-03-13 08:30:58,Rearrange self-test message structures to pack correctly without #pragma pack,"Currently the self-test session ID is 4 bytes and is located at the beginning of self-test messages. This means that the following items are misaligned (on an 8-byte boundary) and so a pragma is currently used to force no padding to be inserted. Using a pragma in this way might cause problems later (based on real problems DAOS is having already with similar code). 

To fix this, the session-id needs to be promoted to an 8-byte value. ",,0,0,0,0,0.0,"Rearrange self-test message structures to pack correctly without #pragma pack $end$ Currently the self-test session ID is 4 bytes and is located at the beginning of self-test messages. This means that the following items are misaligned (on an 8-byte boundary) and so a pragma is currently used to force no padding to be inserted. Using a pragma in this way might cause problems later (based on real problems DAOS is having already with similar code). 

To fix this, the session-id needs to be promoted to an 8-byte value.  $acceptance criteria:$",0,0,0,0,0,0,0,138.15,10,1,0.1,1,0.1,0,0.0,0,0.0,0,0.0
17,CART-179,Story,CART,2017-03-24 23:01:56,,0,Implement crt_errstr(),There's currently only a prototype for crt_errstr in crt_errno.h. Attempting to actually use this function fails - there's no actual implementation. This should be implemented to make it easier to print reasonable error messages. ,,Implement crt_errstr() $end$ There's currently only a prototype for crt_errstr in crt_errno.h. Attempting to actually use this function fails - there's no actual implementation. This should be implemented to make it easier to print reasonable error messages.  $acceptance criteria:$,2.0,Byron Marohn,Byron Marohn,P4-Low,7,2.0,0,3,0,1,0,0,0,,0,772,2,0,0,2017-03-24 23:25:22,Implement crt_errstr(),There's currently only a prototype for crt_errstr in crt_errno.h. Attempting to actually use this function fails - there's no actual implementation. This should be implemented to make it easier to print reasonable error messages. ,,0,0,0,0,0.0,Implement crt_errstr() $end$ There's currently only a prototype for crt_errstr in crt_errno.h. Attempting to actually use this function fails - there's no actual implementation. This should be implemented to make it easier to print reasonable error messages.  $acceptance criteria:$,0,0,0,0,0,0,0,0.383333,11,1,0.0909091,1,0.0909091,0,0.0,0,0.0,0,0.0
18,CART-20,Story,CART,2016-10-17 15:11:48,IOF-23,0,fix error in valgrind xml file location in run_test script,The run_Test script is looking the wrong directory path for xml file generate from the group test run,,fix error in valgrind xml file location in run_test script $end$ The run_Test script is looking the wrong directory path for xml file generate from the group test run $acceptance criteria:$,2.0,Martin Mennig,Martin Mennig,P4-Low,5,2.0,0,0,0,1,0,0,0,,0,772,0,0,0,2016-10-17 15:11:48,fix error in valgrind xml file location in run_test script,The run_Test script is looking the wrong directory path for xml file generate from the group test run,,0,0,0,0,0.0,fix error in valgrind xml file location in run_test script $end$ The run_Test script is looking the wrong directory path for xml file generate from the group test run $acceptance criteria:$,0,0,0,0,0,0,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
19,CART-224,Story,CART,2017-06-27 15:33:22,CART-229,0,"Exclude failed nodes from corpc, fail corpc if group version is different","root of corpc packs its version number in the message. The corpc should fail if the version number in the message doesn't match the version number on any of the children nodes.

In addition to the exclusion list, the root of corpc should automatically skip failed nodes when computing the tree.",,"Exclude failed nodes from corpc, fail corpc if group version is different $end$ root of corpc packs its version number in the message. The corpc should fail if the version number in the message doesn't match the version number on any of the children nodes.

In addition to the exclusion list, the root of corpc should automatically skip failed nodes when computing the tree. $acceptance criteria:$",2.0,Yulu Jia,Yulu Jia,P4-Low,12,2.0,0,1,0,2,0,1,0,,0,772,1,1,0,2017-10-23 12:39:03,"Exclude failed nodes from corpc, fail corpc if group version is different","root of corpc packs its version number in the message. The corpc should fail if the version number in the message doesn't match the version number on any of the children nodes.

In addition to the exclusion list, the root of corpc should automatically skip failed nodes when computing the tree.",,0,0,0,0,0.0,"Exclude failed nodes from corpc, fail corpc if group version is different $end$ root of corpc packs its version number in the message. The corpc should fail if the version number in the message doesn't match the version number on any of the children nodes.

In addition to the exclusion list, the root of corpc should automatically skip failed nodes when computing the tree. $acceptance criteria:$",0,0,0,0,0,0,1,2829.08,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
20,CART-225,Story,CART,2017-06-27 15:40:37,CART-229,1,use bcast to create and destroy sub groups,use corpc to create and destroy sub groups. this allows us to take advantage of the tree topology of the corpc. Currently sub group creation and destroy are done using point-to-point RPC.,,use bcast to create and destroy sub groups $end$ use corpc to create and destroy sub groups. this allows us to take advantage of the tree topology of the corpc. Currently sub group creation and destroy are done using point-to-point RPC. $acceptance criteria:$,3.0,Yulu Jia,Yulu Jia,P4-Low,16,5.0,0,1,0,3,2,0,0,,2,772,1,0,0,2018-01-08 14:10:56,use bcast to create and destroy sub groups,use corpc to create and destroy sub groups. this allows us to take advantage of the tree topology of the corpc. Currently sub group creation and destroy are done using point-to-point RPC.,,0,0,0,0,0.0,use bcast to create and destroy sub groups $end$ use corpc to create and destroy sub groups. this allows us to take advantage of the tree topology of the corpc. Currently sub group creation and destroy are done using point-to-point RPC. $acceptance criteria:$,0,0,0,0,0,0,1,4678.5,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
