,Unnamed: 0,issue_key,issue_type,project_key,created,epic_link,has_change_story_point_sprint,summary,description,acceptance_criteria,summary_description_acceptance,original_story_points_sprint,creator,reporter,priority,num_all_changes,story_point,num_bugs_issue_link,num_comments,num_issue_links,num_sprints,num_changes_story_points_new,num_changes_summary_description_acceptance,num_sub_tasks,num_changes_sprint,num_changes_story_points_new_sprint,num_comments_before_sprint,num_comments_after_sprint,num_changes_text_before_sprint,num_changes_story_point_before_sprint,time_add_to_sprint,original_summary_sprint,original_description_sprint,original_acceptance_criteria_sprint,num_changes_summary_sprint,num_changes_description_sprint,num_changes_acceptance_criteria_sprint,num_different_words_all_text_sprint,num_ratio_words_all_text_sprint,original_summary_description_acceptance_sprint,num_changes_summary_description_acceptance_sprint,is_change_text_num_words_1,is_change_text_num_words_5,is_change_text_num_words_10,is_change_text_num_words_15,is_change_text_num_words_20,is_change_text_sp_sprint,time_until_add_to_sprint,num_issues_cretor_prev,num_unusable_issues_cretor_prev_text_word_1,num_unusable_issues_cretor_prev_text_word_1_ratio,num_unusable_issues_cretor_prev_text_word_5,num_unusable_issues_cretor_prev_text_word_5_ratio,num_unusable_issues_cretor_prev_text_word_10,num_unusable_issues_cretor_prev_text_word_10_ratio,num_unusable_issues_cretor_prev_text_word_15,num_unusable_issues_cretor_prev_text_word_15_ratio,num_unusable_issues_cretor_prev_text_word_20,num_unusable_issues_cretor_prev_text_word_20_ratio
1354,1354,QDS-4541,User Story,QDS,2021-06-14 07:25:21,,0.0,Finish remaining property editor panels,"Missing panels:

Qt Quick Controls 2.
Studio components, FlowView etc. (qt-labs/qtquickdesigner-components)
Qt Quick3D Panels (might require help from Miika)",,"Finish remaining property editor panels $end$ Missing panels:

Qt Quick Controls 2.
Studio components, FlowView etc. (qt-labs/qtquickdesigner-components)
Qt Quick3D Panels (might require help from Miika) $acceptance criteria:$",,Thomas Hartmann,Thomas Hartmann,P1: Critical,10,,3,5,4,4,0.0,0,0,,0.0,1151,5.0,0,0.0,2021-06-14 07:25:21,Finish remaining property editor panels,"Missing panels:

Qt Quick Controls 2.
Studio components, FlowView etc. (qt-labs/qtquickdesigner-components)
Qt Quick3D Panels (might require help from Miika)",,0.0,0.0,0.0,0.0,0.0,"Finish remaining property editor panels $end$ Missing panels:

Qt Quick Controls 2.
Studio components, FlowView etc. (qt-labs/qtquickdesigner-components)
Qt Quick3D Panels (might require help from Miika) $acceptance criteria:$",0,0,0,0,0,0,1,0.0,235,23,0.0978723,10,0.0425532,10,0.0425532,7,0.0297872,6,0.0255319
1355,1355,QDS-4544,User Story,QDS,2021-06-14 08:48:45,,0.0,Improve 2D item rendering for Qt 6,,,Improve 2D item rendering for Qt 6 $end$ $acceptance criteria:$,,Thomas Hartmann,Thomas Hartmann,Not Evaluated,9,,0,0,0,3,0.0,0,0,,0.0,1151,0.0,0,0.0,2021-06-14 08:48:45,Improve 2D item rendering for Qt 6,,,0.0,0.0,0.0,0.0,0.0,Improve 2D item rendering for Qt 6 $end$ $acceptance criteria:$,0,0,0,0,0,0,1,0.0,236,23,0.0974576,10,0.0423729,10,0.0423729,7,0.029661,6,0.0254237
1356,1356,QDS-4545,User Story,QDS,2021-06-14 08:49:36,,0.0,QQMLDom integration build system,,,QQMLDom integration build system $end$ $acceptance criteria:$,,Thomas Hartmann,Thomas Hartmann,Not Evaluated,9,,0,1,0,2,0.0,0,0,,0.0,1151,1.0,0,0.0,2021-06-14 08:49:36,QQMLDom integration build system,,,0.0,0.0,0.0,0.0,0.0,QQMLDom integration build system $end$ $acceptance criteria:$,0,0,0,0,0,0,1,0.0,237,23,0.0970464,10,0.0421941,10,0.0421941,7,0.0295359,6,0.0253165
1357,1357,QDS-4547,User Story,QDS,2021-06-14 08:51:38,,0.0,"Add ""second"" Qt version/kit","We have to ship two Qt kits/version (Qt 6 and  Qt 5).

Both kits should have a qml2puppet prebuild.  ",,"Add ""second"" Qt version/kit $end$ We have to ship two Qt kits/version (Qt 6 and  Qt 5).

Both kits should have a qml2puppet prebuild.   $acceptance criteria:$",,Thomas Hartmann,Thomas Hartmann,P1: Critical,8,,0,0,0,3,0.0,0,0,,0.0,1151,0.0,0,0.0,2021-06-14 08:51:38,"Add ""second"" Qt version/kit","We have to ship two Qt kits/version (Qt 6 and  Qt 5).

Both kits should have a qml2puppet prebuild.  ",,0.0,0.0,0.0,0.0,0.0,"Add ""second"" Qt version/kit $end$ We have to ship two Qt kits/version (Qt 6 and  Qt 5).

Both kits should have a qml2puppet prebuild.   $acceptance criteria:$",0,0,0,0,0,0,1,0.0,238,23,0.0966387,10,0.0420168,10,0.0420168,7,0.0294118,6,0.0252101
1358,1358,QDS-4548,User Story,QDS,2021-06-14 08:55:54,,0.0,If kit has a qml2puppet in bin then use it,"If the kit ha its own qml2puppet in bin then use it as ""rebuild"" puppet.
This has a few consequences for setting up import paths etc... It means we basically 
have to setup those as if the qml2puppet was build for that kit.
",,"If kit has a qml2puppet in bin then use it $end$ If the kit ha its own qml2puppet in bin then use it as ""rebuild"" puppet.
This has a few consequences for setting up import paths etc... It means we basically 
have to setup those as if the qml2puppet was build for that kit.
 $acceptance criteria:$",,Thomas Hartmann,Thomas Hartmann,P1: Critical,9,,0,0,0,3,0.0,0,0,,0.0,1151,0.0,0,0.0,2021-06-14 08:57:11,If kit has a qml2puppet in bin then use it,"If the kit ha its own qml2puppet in bin then use it as ""rebuild"" puppet.
This has a few consequences for setting up import paths etc... It means we basically 
have to setup those as if the qml2puppet was build for that kit.
",,0.0,0.0,0.0,0.0,0.0,"If kit has a qml2puppet in bin then use it $end$ If the kit ha its own qml2puppet in bin then use it as ""rebuild"" puppet.
This has a few consequences for setting up import paths etc... It means we basically 
have to setup those as if the qml2puppet was build for that kit.
 $acceptance criteria:$",0,0,0,0,0,0,1,0.0166667,239,23,0.0962343,10,0.041841,10,0.041841,7,0.0292887,6,0.0251046
1359,1359,QDS-4549,Task,QDS,2021-06-14 09:15:52,,0.0,Create React components for Main panel.,"See if a node package for the components can be created

 

Following components shall be required(at-least):
 * Label with value (PanelLabel) (For document/layer name)
 * PanelInput (For Id, Component)
 * PanelCombo (For Export type)
 * PanelText (For Annotation, Import, properties)
 * PanelCheckbox (For Alias, Clip)
 * PathInput (For Export Path)

 

The aforementioned components shall give a good start for the panel. Other comonents shall be created on need basis. ",,"Create React components for Main panel. $end$ See if a node package for the components can be created

 

Following components shall be required(at-least):
 * Label with value (PanelLabel) (For document/layer name)
 * PanelInput (For Id, Component)
 * PanelCombo (For Export type)
 * PanelText (For Annotation, Import, properties)
 * PanelCheckbox (For Alias, Clip)
 * PathInput (For Export Path)

 

The aforementioned components shall give a good start for the panel. Other comonents shall be created on need basis.  $acceptance criteria:$",,Vikas Pachdha,Vikas Pachdha,P2: Important,5,,0,0,0,1,0.0,0,0,,0.0,1151,0.0,0,0.0,2021-06-14 09:15:52,Create React components for Main panel.,"See if a node package for the components can be created

 

Following components shall be required(at-least):
 * Label with value (PanelLabel) (For document/layer name)
 * PanelInput (For Id, Component)
 * PanelCombo (For Export type)
 * PanelText (For Annotation, Import, properties)
 * PanelCheckbox (For Alias, Clip)
 * PathInput (For Export Path)

 

The aforementioned components shall give a good start for the panel. Other comonents shall be created on need basis. ",,0.0,0.0,0.0,0.0,0.0,"Create React components for Main panel. $end$ See if a node package for the components can be created

 

Following components shall be required(at-least):
 * Label with value (PanelLabel) (For document/layer name)
 * PanelInput (For Id, Component)
 * PanelCombo (For Export type)
 * PanelText (For Annotation, Import, properties)
 * PanelCheckbox (For Alias, Clip)
 * PathInput (For Export Path)

 

The aforementioned components shall give a good start for the panel. Other comonents shall be created on need basis.  $acceptance criteria:$",0,0,0,0,0,0,0,0.0,28,5,0.178571,4,0.142857,3,0.107143,3,0.107143,3,0.107143
1360,1360,QDS-4550,Task,QDS,2021-06-14 09:18:10,,0.0,Add Interface to add Qt-Bridge data to layers and adobe XD documents,,,Add Interface to add Qt-Bridge data to layers and adobe XD documents $end$ $acceptance criteria:$,,Vikas Pachdha,Vikas Pachdha,P2: Important,7,,0,0,0,2,0.0,0,0,,0.0,1151,0.0,0,0.0,,Add Interface to add Qt-Bridge data to layers and adobe XD documents,,,0.0,0.0,0.0,0.0,0.0,Add Interface to add Qt-Bridge data to layers and adobe XD documents $end$ $acceptance criteria:$,0,0,0,0,0,0,1,0.0,29,5,0.172414,4,0.137931,3,0.103448,3,0.103448,3,0.103448
1361,1361,QDS-4553,Technical task,QDS,2021-06-14 09:31:32,,0.0,Finalize gradient thumbnail,,,Finalize gradient thumbnail $end$ $acceptance criteria:$,,Henning Gründl,Henning Gründl,P2: Important,4,,0,0,0,3,0.0,0,0,,0.0,1151,0.0,0,0.0,2021-06-14 09:31:32,Finalize gradient thumbnail,,,0.0,0.0,0.0,0.0,0.0,Finalize gradient thumbnail $end$ $acceptance criteria:$,0,0,0,0,0,0,1,0.0,37,6,0.162162,3,0.0810811,2,0.0540541,2,0.0540541,1,0.027027
1362,1362,QDS-4554,Technical task,QDS,2021-06-14 09:31:52,,0.0,Add orientation property to gradient controls in Property Editor,,,Add orientation property to gradient controls in Property Editor $end$ $acceptance criteria:$,,Henning Gründl,Henning Gründl,P2: Important,4,,0,0,0,3,0.0,0,0,,0.0,1151,0.0,0,0.0,2021-06-14 09:31:52,Add orientation property to gradient controls in Property Editor,,,0.0,0.0,0.0,0.0,0.0,Add orientation property to gradient controls in Property Editor $end$ $acceptance criteria:$,0,0,0,0,0,0,1,0.0,38,6,0.157895,3,0.0789474,2,0.0526316,2,0.0526316,1,0.0263158
1363,1363,QDS-4555,Task,QDS,2021-06-14 09:32:29,,0.0,Fix minimum width for property editor,,,Fix minimum width for property editor $end$ $acceptance criteria:$,,Henning Gründl,Henning Gründl,P2: Important,6,,0,0,0,1,0.0,0,0,,0.0,1151,0.0,0,0.0,2021-06-14 09:32:29,Fix minimum width for property editor,,,0.0,0.0,0.0,0.0,0.0,Fix minimum width for property editor $end$ $acceptance criteria:$,0,0,0,0,0,0,0,0.0,39,6,0.153846,3,0.0769231,2,0.0512821,2,0.0512821,1,0.025641
1364,1364,QDS-4556,User Story,QDS,2021-05-11 17:33:09,,0.0,qtcreator should get latest qmldom code,"qtcreator 5.0 unit test code should start to use src/qmldom/standalone/CMakeLists.txt from qtdeclarative to parse qml code

for the test code developer, it should be easy to get the latest qmldom without extra knowledge

the proposal is to introduce a CMake variable to the *qtdeclarative_used_qmldom* 

then qtcreator super repository should have ""qds-qmldom"" branch which has qtdeclarative as a subrepository",,"qtcreator should get latest qmldom code $end$ qtcreator 5.0 unit test code should start to use src/qmldom/standalone/CMakeLists.txt from qtdeclarative to parse qml code

for the test code developer, it should be easy to get the latest qmldom without extra knowledge

the proposal is to introduce a CMake variable to the *qtdeclarative_used_qmldom* 

then qtcreator super repository should have ""qds-qmldom"" branch which has qtdeclarative as a subrepository $acceptance criteria:$",,Tim Jenssen,Tim Jenssen,P2: Important,21,,0,0,1,4,0.0,0,0,,0.0,1151,0.0,0,0.0,2021-06-14 09:36:07,qtcreator should get latest qmldom code,"qtcreator 5.0 unit test code should start to use src/qmldom/standalone/CMakeLists.txt from qtdeclarative to parse qml code

for the test code developer, it should be easy to get the latest qmldom without extra knowledge

the proposal is to introduce a CMake variable to the *qtdeclarative_used_qmldom* 

then qtcreator super repository should have ""qds-qmldom"" branch which has qtdeclarative as a subrepository",,0.0,0.0,0.0,0.0,0.0,"qtcreator should get latest qmldom code $end$ qtcreator 5.0 unit test code should start to use src/qmldom/standalone/CMakeLists.txt from qtdeclarative to parse qml code

for the test code developer, it should be easy to get the latest qmldom without extra knowledge

the proposal is to introduce a CMake variable to the *qtdeclarative_used_qmldom* 

then qtcreator super repository should have ""qds-qmldom"" branch which has qtdeclarative as a subrepository $acceptance criteria:$",0,0,0,0,0,0,1,808.033,37,6,0.162162,2,0.0540541,1,0.027027,0,0.0,0,0.0
1365,1365,QDS-4557,User Story,QDS,2021-05-11 17:34:56,,0.0,simple unittest which uses qmldom,should work against the latest released Qt 6 (6.1),,simple unittest which uses qmldom $end$ should work against the latest released Qt 6 (6.1) $acceptance criteria:$,,Tim Jenssen,Tim Jenssen,P2: Important,16,,0,0,1,1,0.0,0,0,,0.0,1151,0.0,0,0.0,2021-06-14 09:37:02,simple unittest which uses qmldom,should work against the latest released Qt 6 (6.1),,0.0,0.0,0.0,0.0,0.0,simple unittest which uses qmldom $end$ should work against the latest released Qt 6 (6.1) $acceptance criteria:$,0,0,0,0,0,0,0,808.033,38,6,0.157895,2,0.0526316,1,0.0263158,0,0.0,0,0.0
1366,1366,QDS-4561,Task,QDS,2021-06-14 09:49:48,,0.0,Update info about Properties view,"Update information about the Properties view to reflect the changes made to the view in version 2.2:
 * Check all paths to fields
 * Describe new controls
 * Update screenshots

NOTE: Some component properties depend on whether users are developing with 5.15 or 6.2.",,"Update info about Properties view $end$ Update information about the Properties view to reflect the changes made to the view in version 2.2:
 * Check all paths to fields
 * Describe new controls
 * Update screenshots

NOTE: Some component properties depend on whether users are developing with 5.15 or 6.2. $acceptance criteria:$",,Leena Miettinen,Leena Miettinen,P2: Important,9,,0,0,1,3,0.0,1,0,,0.0,1151,0.0,1,0.0,2021-08-16 11:18:03,Update info about Properties view,"Update information about the Properties view to reflect the changes made to the view in version 2.2:
 * Check all paths to fields
 * Describe new controls
 * Update screenshots

NOTE: Some component properties depend on whether users are developing with 5.15 or 6.2.",,0.0,0.0,0.0,0.0,0.0,"Update info about Properties view $end$ Update information about the Properties view to reflect the changes made to the view in version 2.2:
 * Check all paths to fields
 * Describe new controls
 * Update screenshots

NOTE: Some component properties depend on whether users are developing with 5.15 or 6.2. $acceptance criteria:$",0,0,0,0,0,0,1,1513.47,60,13,0.216667,9,0.15,6,0.1,5,0.0833333,4,0.0666667
1367,1367,QDS-4562,Task,QDS,2021-06-14 10:00:03,,0.0,Adapt the property editor template specifics to the new layout,,,Adapt the property editor template specifics to the new layout $end$ $acceptance criteria:$,,Henning Gründl,Henning Gründl,P2: Important,3,,0,0,0,1,0.0,0,0,,0.0,1151,0.0,0,0.0,2021-06-14 10:00:03,Adapt the property editor template specifics to the new layout,,,0.0,0.0,0.0,0.0,0.0,Adapt the property editor template specifics to the new layout $end$ $acceptance criteria:$,0,0,0,0,0,0,0,0.0,40,6,0.15,3,0.075,2,0.05,2,0.05,1,0.025
1368,1368,QDS-4566,User Story,QDS,2021-06-14 21:04:11,,0.0,QRC file integration,"Qt-based C++ project typically use .qrc files to manage resources like .qml files.

QDS should it make easy to keep .qrc files in sync with the .qmlproject files.

QDS should create new .qrc files from scratch but also update existing .qrc files with the files defined in the .qmlproject. 

When generating a .qrc file an existing .qrc file can be chosen and QDS will add the files from the .qmlproject to the .qrc file. The user can uncheck/remove files from the .qrc file or add files in the project folder but not part of the .qmlproject. 

It is a use case to remove files already add to the .qrc file because they are in the .qrc file but not in the .qmlproject. Files in the .qmlproject should be bold in the UI, to make it easy to identify files not in the .qmlproject and only in the .qrc file.

C++ projects will already have a .qrc file created by their wizard. 



",,"QRC file integration $end$ Qt-based C++ project typically use .qrc files to manage resources like .qml files.

QDS should it make easy to keep .qrc files in sync with the .qmlproject files.

QDS should create new .qrc files from scratch but also update existing .qrc files with the files defined in the .qmlproject. 

When generating a .qrc file an existing .qrc file can be chosen and QDS will add the files from the .qmlproject to the .qrc file. The user can uncheck/remove files from the .qrc file or add files in the project folder but not part of the .qmlproject. 

It is a use case to remove files already add to the .qrc file because they are in the .qrc file but not in the .qmlproject. Files in the .qmlproject should be bold in the UI, to make it easy to identify files not in the .qmlproject and only in the .qrc file.

C++ projects will already have a .qrc file created by their wizard. 



 $acceptance criteria:$",,Thomas Hartmann,Thomas Hartmann,P2: Important,7,,0,0,4,3,0.0,0,0,,0.0,1151,0.0,0,0.0,,QRC file integration,"Qt-based C++ project typically use .qrc files to manage resources like .qml files.

QDS should it make easy to keep .qrc files in sync with the .qmlproject files.

QDS should create new .qrc files from scratch but also update existing .qrc files with the files defined in the .qmlproject. 

When generating a .qrc file an existing .qrc file can be chosen and QDS will add the files from the .qmlproject to the .qrc file. The user can uncheck/remove files from the .qrc file or add files in the project folder but not part of the .qmlproject. 

It is a use case to remove files already add to the .qrc file because they are in the .qrc file but not in the .qmlproject. Files in the .qmlproject should be bold in the UI, to make it easy to identify files not in the .qmlproject and only in the .qrc file.

C++ projects will already have a .qrc file created by their wizard. 



",,0.0,0.0,0.0,0.0,0.0,"QRC file integration $end$ Qt-based C++ project typically use .qrc files to manage resources like .qml files.

QDS should it make easy to keep .qrc files in sync with the .qmlproject files.

QDS should create new .qrc files from scratch but also update existing .qrc files with the files defined in the .qmlproject. 

When generating a .qrc file an existing .qrc file can be chosen and QDS will add the files from the .qmlproject to the .qrc file. The user can uncheck/remove files from the .qrc file or add files in the project folder but not part of the .qmlproject. 

It is a use case to remove files already add to the .qrc file because they are in the .qrc file but not in the .qmlproject. Files in the .qmlproject should be bold in the UI, to make it easy to identify files not in the .qmlproject and only in the .qrc file.

C++ projects will already have a .qrc file created by their wizard. 



 $acceptance criteria:$",0,0,0,0,0,0,1,0.0,240,23,0.0958333,10,0.0416667,10,0.0416667,7,0.0291667,6,0.025
1369,1369,QDS-4595,Task,QDS,2021-06-21 08:39:43,,0.0,Document multi asset selection,,,Document multi asset selection $end$ $acceptance criteria:$,4.0,Mahmoud Badri,Mahmoud Badri,Not Evaluated,3,4.0,0,0,0,1,0.0,0,0,,0.0,1151,0.0,0,0.0,2021-06-21 08:39:43,Document multi asset selection,,,0.0,0.0,0.0,0.0,0.0,Document multi asset selection $end$ $acceptance criteria:$,0,0,0,0,0,0,0,0.0,120,20,0.166667,14,0.116667,8,0.0666667,7,0.0583333,6,0.05
1370,1370,QDS-4596,Task,QDS,2021-06-21 08:41:28,,0.0,Test multi asset selection and dragging,,,Test multi asset selection and dragging $end$ $acceptance criteria:$,2.0,Mahmoud Badri,Mahmoud Badri,Not Evaluated,3,2.0,0,0,0,1,0.0,0,0,,0.0,1151,0.0,0,0.0,2021-06-21 08:41:28,Test multi asset selection and dragging,,,0.0,0.0,0.0,0.0,0.0,Test multi asset selection and dragging $end$ $acceptance criteria:$,0,0,0,0,0,0,0,0.0,121,20,0.165289,14,0.115702,8,0.0661157,7,0.0578512,6,0.0495868
1371,1371,QDS-4615,Task,QDS,2021-06-23 09:46:19,,0.0,Document Qt Bridge for Adobe XD,"Create documentation for using Qt Bridge for Adobe XD.

Can you use the Figma doc style, with tables for settings?

[https://doc-snapshots.qt.io/qtdesignstudio-5.0/qtbridge-figma-using.html] 

 ",,"Document Qt Bridge for Adobe XD $end$ Create documentation for using Qt Bridge for Adobe XD.

Can you use the Figma doc style, with tables for settings?

[https://doc-snapshots.qt.io/qtdesignstudio-5.0/qtbridge-figma-using.html] 

  $acceptance criteria:$",,Leena Miettinen,Leena Miettinen,P2: Important,6,,0,0,0,1,0.0,1,0,,0.0,1151,0.0,1,0.0,2021-09-29 10:18:05,Document Qt Bridge for Adobe XD,"Create documentation for using Qt Bridge for Adobe XD.

Can you use the Figma doc style, with tables for settings?

[https://doc-snapshots.qt.io/qtdesignstudio-5.0/qtbridge-figma-using.html] 

 ",,0.0,0.0,0.0,0.0,0.0,"Document Qt Bridge for Adobe XD $end$ Create documentation for using Qt Bridge for Adobe XD.

Can you use the Figma doc style, with tables for settings?

[https://doc-snapshots.qt.io/qtdesignstudio-5.0/qtbridge-figma-using.html] 

  $acceptance criteria:$",0,0,0,0,0,0,0,2352.52,61,13,0.213115,9,0.147541,6,0.0983607,5,0.0819672,4,0.0655738
1372,1372,QDS-4623,User Story,QDS,2021-06-23 11:50:48,QDS-4170,0.0,Support for editing and previewing 3D particles,"We need a way to edit and view particles visually, as editing only the properties in property editor does not help visualize how the particle effect is going to look.",,"Support for editing and previewing 3D particles $end$ We need a way to edit and view particles visually, as editing only the properties in property editor does not help visualize how the particle effect is going to look. $acceptance criteria:$",,Kimmo Leppälä,Kimmo Leppälä,P1: Critical,8,,0,1,0,1,0.0,2,10,,0.0,1151,0.0,2,0.0,2021-08-30 11:35:34,Support for editing and previewing 3D particles,"We need a way to edit and view particles visually, as editing only the properties in property editor does not help visualize how the particle effect is going to look.",,0.0,0.0,0.0,0.0,0.0,"Support for editing and previewing 3D particles $end$ We need a way to edit and view particles visually, as editing only the properties in property editor does not help visualize how the particle effect is going to look. $acceptance criteria:$",0,0,0,0,0,0,0,1631.73,11,2,0.181818,2,0.181818,2,0.181818,2,0.181818,2,0.181818
1373,1373,QDS-4626,Task,QDS,2021-06-24 07:13:23,,0.0,Add info about 3D Editor,Describe multiselection in 3D Editor. Also add a link for more information about the hiding/showing and locking features in Navigator.,,Add info about 3D Editor $end$ Describe multiselection in 3D Editor. Also add a link for more information about the hiding/showing and locking features in Navigator. $acceptance criteria:$,1.0,Johanna Vanhatapio,Johanna Vanhatapio,Not Evaluated,4,1.0,0,0,0,1,0.0,0,0,,0.0,1151,0.0,0,0.0,2021-06-24 07:56:57,Add info about 3D Editor,Describe multiselection in 3D Editor. Also add a link for more information about the hiding/showing and locking features in Navigator.,,0.0,0.0,0.0,0.0,0.0,Add info about 3D Editor $end$ Describe multiselection in 3D Editor. Also add a link for more information about the hiding/showing and locking features in Navigator. $acceptance criteria:$,0,0,0,0,0,0,0,0.716667,24,8,0.333333,7,0.291667,5,0.208333,3,0.125,3,0.125
1374,1374,QDS-4628,Task,QDS,2021-06-24 08:09:06,,0.0,Change context menu options disabled/enabled,"Assets Library context menu options should be enabled at all times expect:
 * EXPAND ALL: when all directories are expanded
 * COLLAPSE ALL: when all directories are collapsed",,"Change context menu options disabled/enabled $end$ Assets Library context menu options should be enabled at all times expect:
 * EXPAND ALL: when all directories are expanded
 * COLLAPSE ALL: when all directories are collapsed $acceptance criteria:$",2.0,Miina Puuronen,Miina Puuronen,P3: Somewhat important,3,2.0,0,0,0,1,0.0,0,0,,0.0,1151,0.0,0,0.0,2021-06-24 08:09:06,Change context menu options disabled/enabled,"Assets Library context menu options should be enabled at all times expect:
 * EXPAND ALL: when all directories are expanded
 * COLLAPSE ALL: when all directories are collapsed",,0.0,0.0,0.0,0.0,0.0,"Change context menu options disabled/enabled $end$ Assets Library context menu options should be enabled at all times expect:
 * EXPAND ALL: when all directories are expanded
 * COLLAPSE ALL: when all directories are collapsed $acceptance criteria:$",0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1375,1375,QDS-4637,Task,QDS,2021-06-28 08:24:40,,0.0,Update info about the color picker window,Update info about the color picker window in the Properties view. Note especially the new eye dropper feature.,,Update info about the color picker window $end$ Update info about the color picker window in the Properties view. Note especially the new eye dropper feature. $acceptance criteria:$,3.0,Johanna Vanhatapio,Johanna Vanhatapio,Not Evaluated,5,3.0,0,0,1,3,0.0,0,0,,0.0,1151,0.0,0,0.0,2021-06-30 08:31:02,Update info about the color picker window,Update info about the color picker window in the Properties view. Note especially the new eye dropper feature.,,0.0,0.0,0.0,0.0,0.0,Update info about the color picker window $end$ Update info about the color picker window in the Properties view. Note especially the new eye dropper feature. $acceptance criteria:$,0,0,0,0,0,0,1,48.1,25,8,0.32,7,0.28,5,0.2,3,0.12,3,0.12
1376,1376,QDS-4638,Task,QDS,2021-06-28 08:38:40,,0.0,Model and finalize a 3D helmet,,,Model and finalize a 3D helmet $end$ $acceptance criteria:$,5.0,Mahmoud Badri,Mahmoud Badri,P2: Important,4,5.0,0,0,0,1,0.0,0,0,,0.0,1151,0.0,0,0.0,2021-06-28 08:38:40,Model and finalize a 3D helmet,,,0.0,0.0,0.0,0.0,0.0,Model and finalize a 3D helmet $end$ $acceptance criteria:$,0,0,0,0,0,0,0,0.0,122,20,0.163934,14,0.114754,8,0.0655738,7,0.057377,6,0.0491803
1377,1377,QDS-4639,Task,QDS,2021-06-28 09:01:51,,0.0,Add Layer wrapper to add metadata to Scenenode instance,,,Add Layer wrapper to add metadata to Scenenode instance $end$ $acceptance criteria:$,,Vikas Pachdha,Vikas Pachdha,P2: Important,6,,0,0,0,2,0.0,0,0,,0.0,1151,0.0,0,0.0,,Add Layer wrapper to add metadata to Scenenode instance,,,0.0,0.0,0.0,0.0,0.0,Add Layer wrapper to add metadata to Scenenode instance $end$ $acceptance criteria:$,0,0,0,0,0,0,1,0.0,30,5,0.166667,4,0.133333,3,0.1,3,0.1,3,0.1
1378,1378,QDS-4640,Task,QDS,2021-06-28 09:04:00,,0.0,Write JSON metadata interface,Figure out if compressed file can be generated.,,Write JSON metadata interface $end$ Figure out if compressed file can be generated. $acceptance criteria:$,,Vikas Pachdha,Vikas Pachdha,Not Evaluated,4,,0,0,0,3,0.0,1,0,,0.0,1151,0.0,1,0.0,,Write JSON metadata interface,Figure out if compressed file can be generated.,,0.0,0.0,0.0,0.0,0.0,Write JSON metadata interface $end$ Figure out if compressed file can be generated. $acceptance criteria:$,0,0,0,0,0,0,1,0.0,31,5,0.16129,4,0.129032,3,0.0967742,3,0.0967742,3,0.0967742
1379,1379,QDS-4644,Epic,QDS,2021-06-28 10:01:25,,0.0,Test the new Property Editor,,,Test the new Property Editor $end$ $acceptance criteria:$,,Henning Gründl,Henning Gründl,P2: Important,14,,0,0,1,3,0.0,0,0,,0.0,1151,0.0,0,0.0,,Test the new Property Editor,,,0.0,0.0,0.0,0.0,0.0,Test the new Property Editor $end$ $acceptance criteria:$,0,0,0,0,0,0,1,0.0,41,6,0.146341,3,0.0731707,2,0.0487805,2,0.0487805,1,0.0243902
1380,1380,QDS-4700,Task,QDS,2021-07-12 08:04:07,,0.0,Dump basic text layer data.,"Text data includes:
 * Text
 * Font Family
 * Font Size
 * Style
 * Text Color
 * Alignment",,"Dump basic text layer data. $end$ Text data includes:
 * Text
 * Font Family
 * Font Size
 * Style
 * Text Color
 * Alignment $acceptance criteria:$",,Vikas Pachdha,Vikas Pachdha,P2: Important,4,,0,0,0,1,0.0,0,0,,0.0,1151,0.0,0,0.0,2021-07-12 11:59:02,Dump basic text layer data.,"Text data includes:
 * Text
 * Font Family
 * Font Size
 * Style
 * Text Color
 * Alignment",,0.0,0.0,0.0,0.0,0.0,"Dump basic text layer data. $end$ Text data includes:
 * Text
 * Font Family
 * Font Size
 * Style
 * Text Color
 * Alignment $acceptance criteria:$",0,0,0,0,0,0,0,3.9,32,5,0.15625,4,0.125,3,0.09375,3,0.09375,3,0.09375
1381,1381,QDS-4701,Task,QDS,2021-07-12 08:06:32,,0.0,Create .qtbridge archive instead of individual metadata and asset files.,"Consolidate all assets and metadata file in a .qtbridge archive.

Potential candidates to create ZIP:
 * JSZip",,"Create .qtbridge archive instead of individual metadata and asset files. $end$ Consolidate all assets and metadata file in a .qtbridge archive.

Potential candidates to create ZIP:
 * JSZip $acceptance criteria:$",,Vikas Pachdha,Vikas Pachdha,P2: Important,3,,0,0,0,1,0.0,0,0,,0.0,1151,0.0,0,0.0,2021-07-12 11:58:32,Create .qtbridge archive instead of individual metadata and asset files.,"Consolidate all assets and metadata file in a .qtbridge archive.

Potential candidates to create ZIP:
 * JSZip",,0.0,0.0,0.0,0.0,0.0,"Create .qtbridge archive instead of individual metadata and asset files. $end$ Consolidate all assets and metadata file in a .qtbridge archive.

Potential candidates to create ZIP:
 * JSZip $acceptance criteria:$",0,0,0,0,0,0,0,3.86667,33,5,0.151515,4,0.121212,3,0.0909091,3,0.0909091,3,0.0909091
